TEMP,pvdd,Cqload,Lmin,Wmin,toxe_n,toxm_n,toxref_n,toxp_n,xj_n,ndep_n,toxe_p,toxm_p,toxref_p,toxp_p,xj_p,ndep_p,delay_nodea
-13.629040311271233,1.0114786816022612,3.891054652514922,4.641197121306164e-08,2.688905505601576e-07,8.690317766473965e-10,9.141992055022747e-10,9.154728611027631e-10,6.440079907648546e-10,1.4081670108352746e-08,6.587187445708741e+18,9.178884678071431e-10,9.543524792842346e-10,9.637270519654364e-10,6.561770632554521e-10,1.3297385185476537e-08,2.7434698093934336e+18,6.3844275e-12
-22.35092503851302,0.9672606579840972,0.4059855975237774,4.5724287273042085e-08,2.5234076278098635e-07,9.402684904260847e-10,8.939243172378345e-10,9.318403230785586e-10,6.589161191172745e-10,1.4322269800550885e-08,6.26979436399291e+18,9.270318870026345e-10,8.738688252543151e-10,9.232547202604983e-10,6.610010581453412e-10,1.4248204583033242e-08,2.7254078976481106e+18,1.88462e-12
-40.28919030779309,0.9668809463747248,0.87008293287008,4.789715760118543e-08,2.613878240798916e-07,8.795386640321612e-10,9.164263051432905e-10,9.119232231632025e-10,6.380909413577844e-10,1.4652900294168372e-08,6.633053630035354e+18,9.198087965203827e-10,8.934863957737018e-10,9.738040625160042e-10,6.446929700773714e-10,1.4089485671145377e-08,2.7222233879298545e+18,2.7624850000000002e-12
42.466747279408224,1.0424527386658142,2.1463736996685108,4.6192734788247335e-08,2.5408509200135346e-07,9.12740935986915e-10,8.660722826064494e-10,9.25708768564922e-10,6.72672116566936e-10,1.4248837514947238e-08,6.446506997080836e+18,9.662452373138155e-10,8.929236011061287e-10,9.72820234786587e-10,6.538358373232252e-10,1.4100809798115738e-08,2.777138206629638e+18,4.2517505e-12
-52.960992005715774,1.0692006978750002,1.906926754641804,4.490648790242168e-08,2.460763975320825e-07,8.423534205518917e-10,9.289372281517295e-10,8.63238717511969e-10,6.132041476445602e-10,1.3466786149654696e-08,6.549083540425207e+18,9.59804392172333e-10,9.035013181817223e-10,9.24953865186369e-10,6.595564831679278e-10,1.3674173943739656e-08,2.991987355416535e+18,3.751678e-12
25.374128221445275,0.9699601107324194,1.451325791826491,4.9654852131784525e-08,2.519851269503544e-07,8.527026372634206e-10,8.947870705353711e-10,8.714967999922043e-10,6.537624156998102e-10,1.4121596386878533e-08,6.729252846017536e+18,8.373885825745289e-10,9.224127807239724e-10,9.42388757596827e-10,6.611495805632627e-10,1.4652832514347168e-08,2.720644228254916e+18,3.9576235e-12
-37.24894742513433,1.0469146005579275,3.2636115628978524,4.5142378142281745e-08,2.496738242822508e-07,9.051108195991215e-10,9.241739417893256e-10,8.96067960818893e-10,6.21480512276435e-10,1.3756678845788828e-08,6.370643505339098e+18,8.532103281756024e-10,9.191594399033851e-10,9.213242676876903e-10,6.524237550677584e-10,1.39408466865068e-08,2.7869041711508413e+18,5.520243500000001e-12
101.54056148794427,1.0711857393395965,0.9902013624648064,4.542947945585736e-08,2.60984908903256e-07,9.174247342522307e-10,9.101999369348979e-10,9.268300647002435e-10,6.291631891641608e-10,1.4520653720578866e-08,6.168823140887818e+18,9.250962280473445e-10,9.270311426253177e-10,9.459620857425127e-10,6.596986345793065e-10,1.3289541205683544e-08,2.874787720290092e+18,2.528963e-12
88.01931761381945,0.9242586716695032,3.638355948021922,4.8465006684971814e-08,2.448841554013456e-07,8.426741411474818e-10,8.956038818975222e-10,9.077175247861747e-10,6.868194912493104e-10,1.3654260228023378e-08,6.310701994610094e+18,9.56624085187024e-10,9.587994579440315e-10,9.197907964969287e-10,6.366863971300428e-10,1.4458348992437349e-08,2.739913441485456e+18,7.3726e-12
70.83481148162652,0.9664447956869564,1.2748222972630103,4.431679631444717e-08,2.5003072830343517e-07,8.565059507099278e-10,8.804421114076006e-10,8.687182937570715e-10,6.830068444992794e-10,1.4350997772284288e-08,6.234510335105479e+18,8.541224067495455e-10,9.334686182568442e-10,9.221897937557299e-10,6.645854657148688e-10,1.3755437105902852e-08,2.889527823471829e+18,2.9072455e-12
111.45565077962678,1.0408959712319843,3.922455381383908,4.641665715338137e-08,2.619860569498349e-07,9.64126241883471e-10,9.592760635668159e-10,9.166963377620651e-10,6.172103837390239e-10,1.4359676449521614e-08,6.295581488428462e+18,9.714007133966022e-10,9.14380765375797e-10,9.253915819222879e-10,6.598462848009492e-10,1.3887809486818724e-08,2.76144344812132e+18,6.494996e-12
3.7484915059975776,1.06399763940111,2.3211746759716685,4.5760811720260144e-08,2.522176164761484e-07,9.359348364151586e-10,9.274064663723873e-10,9.591680777105264e-10,6.355723903240033e-10,1.4008907393819684e-08,6.283411909562984e+18,9.492351691784458e-10,9.114066935403939e-10,9.183858876195667e-10,6.519860677500003e-10,1.4562338130348428e-08,2.807713232806504e+18,4.3886969999999996e-12
