Vin_A,TEMP,pvdd,Lmin,Wmin,toxe_n,toxm_n,toxref_n,toxp_n,xj_n,ndep_n,toxe_p,toxm_p,toxref_p,toxp_p,xj_p,ndep_p,Leakage_power
1,90.2138634890843,0.9610325117840037,2.4132861358866152e-08,2.51746970621908e-07,6.592662487648198e-10,6.406311772536249e-10,6.29420006606554e-10,4.200612916911651e-10,6.9332298434440126e-09,1.226246854094628e+19,6.91646899989692e-10,7.11095999933649e-10,6.34408928808206e-10,3.952741441883819e-10,7.219396171250489e-09,4.632903716130408e+18,8.750649311708857e-07
0,85.41634629288086,0.9120698326090911,2.5372721350829988e-08,2.3167263078942933e-07,6.789129223221377e-10,6.45150651486317e-10,6.574320923166334e-10,4.2229095553653464e-10,7.118917021117123e-09,1.1850878805724434e+19,6.92193075410048e-10,6.528076308431251e-10,6.652153314530234e-10,4.036540758098244e-10,7.056200297453907e-09,4.4711220923568246e+18,8.21008447670586e-08
1,85.41634629288086,0.9120698326090911,2.5372721350829988e-08,2.3167263078942933e-07,6.789129223221377e-10,6.45150651486317e-10,6.574320923166334e-10,4.2229095553653464e-10,7.118917021117123e-09,1.1850878805724434e+19,6.92193075410048e-10,6.528076308431251e-10,6.652153314530234e-10,4.036540758098244e-10,7.056200297453907e-09,4.4711220923568246e+18,5.337053036586904e-07
0,-9.039702428783016,0.9756516337207191,2.5020596450450953e-08,2.2987844002465853e-07,6.58915402140533e-10,6.595846266157241e-10,6.524782387218907e-10,4.2294461864561215e-10,7.270753345719895e-09,1.2633130523267391e+19,6.69571608399025e-10,7.013652790133221e-10,6.912249746492131e-10,4.1425167343647816e-10,7.429574556021735e-09,4.234047435990706e+18,3.965870031702824e-08
1,-9.039702428783016,0.9756516337207191,2.5020596450450953e-08,2.2987844002465853e-07,6.58915402140533e-10,6.595846266157241e-10,6.524782387218907e-10,4.2294461864561215e-10,7.270753345719895e-09,1.2633130523267391e+19,6.69571608399025e-10,7.013652790133221e-10,6.912249746492131e-10,4.1425167343647816e-10,7.429574556021735e-09,4.234047435990706e+18,4.24402758203841e-07
0,11.48472593860241,0.8800726397220858,2.493429170584628e-08,2.347052660365886e-07,6.918305696954126e-10,6.447312352498862e-10,6.84338983219628e-10,3.893180427089104e-10,7.391697592329908e-09,1.1913724194049286e+19,6.64454976994171e-10,6.477566933984412e-10,6.683781674971701e-10,3.94451440244989e-10,6.888675804780969e-09,4.2697242965891087e+18,2.8135362761820463e-08
1,11.48472593860241,0.8800726397220858,2.493429170584628e-08,2.347052660365886e-07,6.918305696954126e-10,6.447312352498862e-10,6.84338983219628e-10,3.893180427089104e-10,7.391697592329908e-09,1.1913724194049286e+19,6.64454976994171e-10,6.477566933984412e-10,6.683781674971701e-10,3.94451440244989e-10,6.888675804780969e-09,4.2697242965891087e+18,3.036264564934736e-07
0,114.4904199439373,0.8363469360609247,2.3990892742654283e-08,2.3647780008148425e-07,6.300360475126201e-10,6.628129437023191e-10,6.62084995453677e-10,3.8802336341371054e-10,6.964563460716492e-09,1.2086089838357674e+19,6.760124969284676e-10,7.141005712715892e-10,6.550640048212722e-10,3.8369651052607445e-10,7.123321906174329e-09,4.486548641896808e+18,1.4186313537109497e-07
1,114.4904199439373,0.8363469360609247,2.3990892742654283e-08,2.3647780008148425e-07,6.300360475126201e-10,6.628129437023191e-10,6.62084995453677e-10,3.8802336341371054e-10,6.964563460716492e-09,1.2086089838357674e+19,6.760124969284676e-10,7.141005712715892e-10,6.550640048212722e-10,3.8369651052607445e-10,7.123321906174329e-09,4.486548641896808e+18,7.462681023481129e-07
0,95.13275111111064,0.9061342677611152,2.3756645104685273e-08,2.3719659006317386e-07,6.179937771798524e-10,6.62899714049134e-10,6.551410111126108e-10,4.1556953557525696e-10,7.004166543241799e-09,1.168803445687946e+19,6.9720820539857e-10,6.65798080832054e-10,6.746033569919744e-10,4.0958293864203926e-10,7.237431245353868e-09,4.450335170126822e+18,1.4666486026207164e-07
1,95.13275111111064,0.9061342677611152,2.3756645104685273e-08,2.3719659006317386e-07,6.179937771798524e-10,6.62899714049134e-10,6.551410111126108e-10,4.1556953557525696e-10,7.004166543241799e-09,1.168803445687946e+19,6.9720820539857e-10,6.65798080832054e-10,6.746033569919744e-10,4.0958293864203926e-10,7.237431245353868e-09,4.450335170126822e+18,8.285298156056222e-07
0,-40.76916567642865,0.8907677437774086,2.458765596010136e-08,2.331905828525116e-07,6.991294326569909e-10,6.486131397737683e-10,6.539301019968076e-10,3.7241571449429205e-10,6.825750461887575e-09,1.2564709480068905e+19,7.11588936447619e-10,6.226483293907345e-10,6.805196298366844e-10,3.72669112792623e-10,7.043190908439767e-09,4.366650913970097e+18,2.3242084999253613e-08
1,-40.76916567642865,0.8907677437774086,2.458765596010136e-08,2.331905828525116e-07,6.991294326569909e-10,6.486131397737683e-10,6.539301019968076e-10,3.7241571449429205e-10,6.825750461887575e-09,1.2564709480068905e+19,7.11588936447619e-10,6.226483293907345e-10,6.805196298366844e-10,3.72669112792623e-10,7.043190908439767e-09,4.366650913970097e+18,2.637323827019272e-07
0,38.60396949902042,0.948579916327517,2.6250785302784853e-08,2.2884783099375094e-07,6.501743517425024e-10,6.506973410025341e-10,6.415944577630718e-10,3.8064993601734855e-10,7.339254193600615e-09,1.1938721074473183e+19,6.663283840838296e-10,6.788673408908114e-10,6.07072874503849e-10,4.2426845149713347e-10,7.144255173342173e-09,4.555873986178698e+18,4.636585505118992e-08
1,38.60396949902042,0.948579916327517,2.6250785302784853e-08,2.2884783099375094e-07,6.501743517425024e-10,6.506973410025341e-10,6.415944577630718e-10,3.8064993601734855e-10,7.339254193600615e-09,1.1938721074473183e+19,6.663283840838296e-10,6.788673408908114e-10,6.07072874503849e-10,4.2426845149713347e-10,7.144255173342173e-09,4.555873986178698e+18,4.430452687892789e-07
0,23.172595247482025,0.8397767641991533,2.3511587904079762e-08,2.41101994873558e-07,6.495129579527463e-10,6.367900991453832e-10,6.783680068843282e-10,4.15954905087061e-10,7.146786106410188e-09,1.2232590735756132e+19,6.361450977029484e-10,6.717833562496962e-10,6.642234642781475e-10,4.1093233642715183e-10,6.8144191008461274e-09,4.209561875858628e+18,3.3012397544802025e-08
1,23.172595247482025,0.8397767641991533,2.3511587904079762e-08,2.41101994873558e-07,6.495129579527463e-10,6.367900991453832e-10,6.783680068843282e-10,4.15954905087061e-10,7.146786106410188e-09,1.2232590735756132e+19,6.361450977029484e-10,6.717833562496962e-10,6.642234642781475e-10,4.1093233642715183e-10,6.8144191008461274e-09,4.209561875858628e+18,3.198537836564785e-07
0,76.00666482493989,0.9418049942161619,2.375596557793292e-08,2.372115645051257e-07,6.607198788122743e-10,6.810483419112789e-10,6.296137939978164e-10,3.955297998727717e-10,7.213924608497436e-09,1.1527289145841654e+19,6.766763947949003e-10,6.500830064351956e-10,6.474667834325121e-10,4.1664041833382124e-10,7.042068253208528e-09,4.5337156964404193e+18,1.212409642919827e-07
1,76.00666482493989,0.9418049942161619,2.375596557793292e-08,2.372115645051257e-07,6.607198788122743e-10,6.810483419112789e-10,6.296137939978164e-10,3.955297998727717e-10,7.213924608497436e-09,1.1527289145841654e+19,6.766763947949003e-10,6.500830064351956e-10,6.474667834325121e-10,4.1664041833382124e-10,7.042068253208528e-09,4.5337156964404193e+18,7.204662268075129e-07
0,-10.76405715615426,0.8594518867729019,2.444617056798282e-08,2.2642811638130685e-07,6.252990014324783e-10,6.770065204023142e-10,6.505204817255921e-10,4.05609592775604e-10,7.686734991602608e-09,1.21516274181112e+19,6.81856643346737e-10,6.326929767178807e-10,6.791399467877411e-10,4.0958849174599166e-10,7.042588150838605e-09,4.3682884403225057e+18,2.161466293960205e-08
1,-10.76405715615426,0.8594518867729019,2.444617056798282e-08,2.2642811638130685e-07,6.252990014324783e-10,6.770065204023142e-10,6.505204817255921e-10,4.05609592775604e-10,7.686734991602608e-09,1.21516274181112e+19,6.81856643346737e-10,6.326929767178807e-10,6.791399467877411e-10,4.0958849174599166e-10,7.042588150838605e-09,4.3682884403225057e+18,2.431219417346268e-07
0,107.080453983278,0.9291908146283082,2.35134759381299e-08,2.3317902354947642e-07,6.598498089792886e-10,6.458814316199862e-10,6.266508264281553e-10,3.8998262544710336e-10,6.7778618341732714e-09,1.2053429216091937e+19,6.71708888004118e-10,6.47978890699747e-10,6.439620419065708e-10,4.0998259635305836e-10,7.205538192488906e-09,4.340401117359689e+18,2.114679530210873e-07
1,107.080453983278,0.9291908146283082,2.35134759381299e-08,2.3317902354947642e-07,6.598498089792886e-10,6.458814316199862e-10,6.266508264281553e-10,3.8998262544710336e-10,6.7778618341732714e-09,1.2053429216091937e+19,6.71708888004118e-10,6.47978890699747e-10,6.439620419065708e-10,4.0998259635305836e-10,7.205538192488906e-09,4.340401117359689e+18,1.0029508399007726e-06
0,-1.182654931726539,0.9561255569438921,2.4801510271314905e-08,2.327888795706036e-07,7.04459063412655e-10,6.69567497502245e-10,6.462202227275181e-10,4.182752737071321e-10,7.244955365120369e-09,1.14306954864687e+19,6.83975285504516e-10,7.006926205737471e-10,6.875402056476954e-10,4.0925336038737037e-10,7.403788093081143e-09,4.33569246393534e+18,3.835412530714144e-08
1,-1.182654931726539,0.9561255569438921,2.4801510271314905e-08,2.327888795706036e-07,7.04459063412655e-10,6.69567497502245e-10,6.462202227275181e-10,4.182752737071321e-10,7.244955365120369e-09,1.14306954864687e+19,6.83975285504516e-10,7.006926205737471e-10,6.875402056476954e-10,4.0925336038737037e-10,7.403788093081143e-09,4.33569246393534e+18,4.080137066618712e-07
0,-5.603363888966932,0.920440944873514,2.2723362606026303e-08,2.302952292754912e-07,6.145651741152586e-10,6.75014360585438e-10,6.45137312637463e-10,3.86130411378086e-10,7.519079490846934e-09,1.1920605738708836e+19,6.74089322159074e-10,6.991611054633909e-10,7.129710051126129e-10,3.656642874181089e-10,7.393130290550961e-09,4.494973486556008e+18,3.809131896773712e-08
1,-5.603363888966932,0.920440944873514,2.2723362606026303e-08,2.302952292754912e-07,6.145651741152586e-10,6.75014360585438e-10,6.45137312637463e-10,3.86130411378086e-10,7.519079490846934e-09,1.1920605738708836e+19,6.74089322159074e-10,6.991611054633909e-10,7.129710051126129e-10,3.656642874181089e-10,7.393130290550961e-09,4.494973486556008e+18,3.862484176237537e-07
0,-14.691456266716465,0.9206712849336764,2.3785175797250466e-08,2.228047427787129e-07,6.901106614970456e-10,6.448915858388045e-10,6.102883640491086e-10,4.0150580999930216e-10,7.1643438188457635e-09,1.1485936029812754e+19,6.885944116654313e-10,6.940684654993721e-10,6.947287838740743e-10,4.2065935114502117e-10,7.658232811167588e-09,4.433614553734484e+18,2.9313124312107546e-08
1,-14.691456266716465,0.9206712849336764,2.3785175797250466e-08,2.228047427787129e-07,6.901106614970456e-10,6.448915858388045e-10,6.102883640491086e-10,4.0150580999930216e-10,7.1643438188457635e-09,1.1485936029812754e+19,6.885944116654313e-10,6.940684654993721e-10,6.947287838740743e-10,4.2065935114502117e-10,7.658232811167588e-09,4.433614553734484e+18,3.1682994014011625e-07
0,-23.58433060538057,0.8607397043150649,2.2733100887839042e-08,2.2722947509678506e-07,6.609132461169161e-10,6.311463060109092e-10,6.702614271622944e-10,3.8789709616868767e-10,6.97789051393853e-09,1.2348869202770235e+19,6.42885158784676e-10,6.79435622165936e-10,6.938449960822435e-10,4.2063556067404816e-10,7.081824432533169e-09,4.36501639750722e+18,2.2999720389809728e-08
1,-23.58433060538057,0.8607397043150649,2.2733100887839042e-08,2.2722947509678506e-07,6.609132461169161e-10,6.311463060109092e-10,6.702614271622944e-10,3.8789709616868767e-10,6.97789051393853e-09,1.2348869202770235e+19,6.42885158784676e-10,6.79435622165936e-10,6.938449960822435e-10,4.2063556067404816e-10,7.081824432533169e-09,4.36501639750722e+18,2.509533004262064e-07
0,-49.56946183257172,0.9079577189611452,2.4323973427324828e-08,2.266975136017337e-07,6.410003363217255e-10,6.484962658658347e-10,6.45002950380996e-10,3.9057811064687645e-10,7.342390460557284e-09,1.2455757877648611e+19,6.751411265813444e-10,6.367605678710241e-10,7.00591819624533e-10,3.9958284583201656e-10,7.2948338536651555e-09,4.468197282798487e+18,2.4519614838000323e-08
1,-49.56946183257172,0.9079577189611452,2.4323973427324828e-08,2.266975136017337e-07,6.410003363217255e-10,6.484962658658347e-10,6.45002950380996e-10,3.9057811064687645e-10,7.342390460557284e-09,1.2455757877648611e+19,6.751411265813444e-10,6.367605678710241e-10,7.00591819624533e-10,3.9958284583201656e-10,7.2948338536651555e-09,4.468197282798487e+18,2.729159546518785e-07
0,36.76222799883318,0.8680880234667592,2.304343429158439e-08,2.1524901735617654e-07,6.608495268239632e-10,6.4048182764746e-10,6.99220599005909e-10,3.9387708637905564e-10,7.369570206697744e-09,1.2676900046611388e+19,6.890070559076351e-10,6.718738656556631e-10,7.084067514136506e-10,3.820214462267901e-10,6.9769681566699345e-09,4.605026926972355e+18,4.8176570031258974e-08
1,36.76222799883318,0.8680880234667592,2.304343429158439e-08,2.1524901735617654e-07,6.608495268239632e-10,6.4048182764746e-10,6.99220599005909e-10,3.9387708637905564e-10,7.369570206697744e-09,1.2676900046611388e+19,6.890070559076351e-10,6.718738656556631e-10,7.084067514136506e-10,3.820214462267901e-10,6.9769681566699345e-09,4.605026926972355e+18,4.128874546231749e-07
0,-11.975055586012324,0.9772947116515424,2.45524036820538e-08,2.311056962726035e-07,6.37555575982505e-10,6.546894886667584e-10,6.85432713153644e-10,4.12525882728473e-10,7.0937072551405105e-09,1.1437251587576971e+19,6.858241717874057e-10,6.55821974074064e-10,6.538869203488635e-10,4.0498065578951996e-10,7.283743809016241e-09,4.289635183306799e+18,4.006008387708672e-08
1,-11.975055586012324,0.9772947116515424,2.45524036820538e-08,2.311056962726035e-07,6.37555575982505e-10,6.546894886667584e-10,6.85432713153644e-10,4.12525882728473e-10,7.0937072551405105e-09,1.1437251587576971e+19,6.858241717874057e-10,6.55821974074064e-10,6.538869203488635e-10,4.0498065578951996e-10,7.283743809016241e-09,4.289635183306799e+18,4.2491758627507453e-07
0,-7.864476664691075,0.8481679874363949,2.283375160296899e-08,2.336041912371293e-07,6.694653502686073e-10,6.634058388615945e-10,6.382177151098425e-10,4.011664527289345e-10,7.463760228861653e-09,1.289273721819015e+19,6.960210333607045e-10,6.79758959587931e-10,6.2752582007475e-10,3.9743483289566764e-10,6.704386767721566e-09,4.463204983148139e+18,2.560472885351279e-08
1,-7.864476664691075,0.8481679874363949,2.283375160296899e-08,2.336041912371293e-07,6.694653502686073e-10,6.634058388615945e-10,6.382177151098425e-10,4.011664527289345e-10,7.463760228861653e-09,1.289273721819015e+19,6.960210333607045e-10,6.79758959587931e-10,6.2752582007475e-10,3.9743483289566764e-10,6.704386767721566e-09,4.463204983148139e+18,2.774559377721071e-07
0,109.93996466775984,0.973343090805735,2.516286136909186e-08,2.284284980815548e-07,6.695889175327874e-10,6.585580742172693e-10,6.57017715728498e-10,3.7607260229235366e-10,7.179841218396296e-09,1.2040311099728042e+19,6.850020931207536e-10,6.449375224625416e-10,6.488078902917596e-10,3.8831373901018517e-10,6.981476532613684e-09,4.345834464609226e+18,1.6844421461866548e-07
1,109.93996466775984,0.973343090805735,2.516286136909186e-08,2.284284980815548e-07,6.695889175327874e-10,6.585580742172693e-10,6.57017715728498e-10,3.7607260229235366e-10,7.179841218396296e-09,1.2040311099728042e+19,6.850020931207536e-10,6.449375224625416e-10,6.488078902917596e-10,3.8831373901018517e-10,6.981476532613684e-09,4.345834464609226e+18,8.021130578764731e-07
0,2.046721068321609,0.9033546089280138,2.2273764602305653e-08,2.318205330844117e-07,6.67535001176472e-10,6.179479280621509e-10,6.827022567090804e-10,4.194068441234252e-10,6.881141191919178e-09,1.15661122407927e+19,6.593043669950878e-10,6.99555344439893e-10,7.059911548599468e-10,4.032892202295504e-10,6.5541939101193604e-09,4.583270045910072e+18,4.365718714922268e-08
1,2.046721068321609,0.9033546089280138,2.2273764602305653e-08,2.318205330844117e-07,6.67535001176472e-10,6.179479280621509e-10,6.827022567090804e-10,4.194068441234252e-10,6.881141191919178e-09,1.15661122407927e+19,6.593043669950878e-10,6.99555344439893e-10,7.059911548599468e-10,4.032892202295504e-10,6.5541939101193604e-09,4.583270045910072e+18,4.103362103859895e-07
0,-34.95787590454213,0.8936209084509507,2.48536101295869e-08,2.377601296312989e-07,6.243056864138901e-10,6.43470937809452e-10,6.252510041346301e-10,4.0208853016131715e-10,7.301370348490508e-09,1.2534391835482497e+19,7.045132879526803e-10,6.74377645451541e-10,6.91299991305278e-10,4.150454766981951e-10,7.412032094861415e-09,4.2367425351038966e+18,2.39858031213402e-08
1,-34.95787590454213,0.8936209084509507,2.48536101295869e-08,2.377601296312989e-07,6.243056864138901e-10,6.43470937809452e-10,6.252510041346301e-10,4.0208853016131715e-10,7.301370348490508e-09,1.2534391835482497e+19,7.045132879526803e-10,6.74377645451541e-10,6.91299991305278e-10,4.150454766981951e-10,7.412032094861415e-09,4.2367425351038966e+18,2.75959517863456e-07
0,-4.759929026433802,0.940291607715478,2.4790918630585477e-08,2.256143673193348e-07,6.722948405710004e-10,6.43445154381461e-10,6.48187831959845e-10,3.838528827469282e-10,6.813099223798838e-09,1.1649811860127957e+19,6.763857699819151e-10,6.33372519179217e-10,6.753499652652305e-10,4.000795355183575e-10,6.795888818815594e-09,4.330481771369877e+18,3.282484045590258e-08
1,-4.759929026433802,0.940291607715478,2.4790918630585477e-08,2.256143673193348e-07,6.722948405710004e-10,6.43445154381461e-10,6.48187831959845e-10,3.838528827469282e-10,6.813099223798838e-09,1.1649811860127957e+19,6.763857699819151e-10,6.33372519179217e-10,6.753499652652305e-10,4.000795355183575e-10,6.795888818815594e-09,4.330481771369877e+18,3.5648951269486254e-07
0,43.201410348475775,0.860006304460851,2.2541630399912185e-08,2.25596840716382e-07,6.838062962041823e-10,6.463300044361814e-10,6.59777271914689e-10,4.0231675176365134e-10,7.331999030603311e-09,1.1850064521830031e+19,6.572662646405263e-10,7.050110018524945e-10,6.694961384466358e-10,3.9462582693401716e-10,6.9050535581514325e-09,4.4230150124533023e+18,6.544859651406802e-08
1,43.201410348475775,0.860006304460851,2.2541630399912185e-08,2.25596840716382e-07,6.838062962041823e-10,6.463300044361814e-10,6.59777271914689e-10,4.0231675176365134e-10,7.331999030603311e-09,1.1850064521830031e+19,6.572662646405263e-10,7.050110018524945e-10,6.694961384466358e-10,3.9462582693401716e-10,6.9050535581514325e-09,4.4230150124533023e+18,5.026067629330548e-07
0,-52.71301337698255,0.9381177554025183,2.3856893006808463e-08,2.390901822861255e-07,6.737431200972461e-10,6.463836925095256e-10,6.52978895105834e-10,4.046091613690107e-10,7.245392910001898e-09,1.198353634028888e+19,6.426889945631553e-10,6.814359205429432e-10,6.62155385845975e-10,4.076833581349513e-10,7.332902175495798e-09,4.636983635721226e+18,2.998473716648752e-08
1,-52.71301337698255,0.9381177554025183,2.3856893006808463e-08,2.390901822861255e-07,6.737431200972461e-10,6.463836925095256e-10,6.52978895105834e-10,4.046091613690107e-10,7.245392910001898e-09,1.198353634028888e+19,6.426889945631553e-10,6.814359205429432e-10,6.62155385845975e-10,4.076833581349513e-10,7.332902175495798e-09,4.636983635721226e+18,3.269644600093968e-07
0,80.03830833746102,0.8696708046725627,2.586268741926142e-08,2.2939707966461693e-07,6.21581275248664e-10,6.180506405064552e-10,6.779922103726794e-10,4.0829059935432295e-10,6.9295669956891995e-09,1.1793443240992051e+19,6.78177650708423e-10,6.745367073516291e-10,6.895627681022203e-10,3.7756580214427686e-10,7.491410617609685e-09,3.9934065113466685e+18,5.6688271301642496e-08
1,80.03830833746102,0.8696708046725627,2.586268741926142e-08,2.2939707966461693e-07,6.21581275248664e-10,6.180506405064552e-10,6.779922103726794e-10,4.0829059935432295e-10,6.9295669956891995e-09,1.1793443240992051e+19,6.78177650708423e-10,6.745367073516291e-10,6.895627681022203e-10,3.7756580214427686e-10,7.491410617609685e-09,3.9934065113466685e+18,4.219385431006264e-07
0,-0.4938408247317909,0.9220031802855071,2.4250892259589786e-08,2.3377060169777157e-07,6.516817926596332e-10,6.482551549434245e-10,6.635762923641906e-10,3.939272235186947e-10,7.3466158415824284e-09,1.1153061661501487e+19,6.796120909131918e-10,6.551292669607042e-10,6.776090473355762e-10,3.6984525982520045e-10,7.248595653305293e-09,4.174405398240018e+18,3.296196584804951e-08
1,-0.4938408247317909,0.9220031802855071,2.4250892259589786e-08,2.3377060169777157e-07,6.516817926596332e-10,6.482551549434245e-10,6.635762923641906e-10,3.939272235186947e-10,7.3466158415824284e-09,1.1153061661501487e+19,6.796120909131918e-10,6.551292669607042e-10,6.776090473355762e-10,3.6984525982520045e-10,7.248595653305293e-09,4.174405398240018e+18,3.492443027256784e-07
0,119.05879333170438,0.8642970104820739,2.4910365435837613e-08,2.4708360015710364e-07,6.552026268630255e-10,6.578557150665013e-10,6.33754841156986e-10,3.926511211786543e-10,7.77248813048363e-09,1.103663198550538e+19,6.702852687183093e-10,6.410770426218334e-10,6.554277524009486e-10,4.102815701064405e-10,7.099230924574448e-09,4.1937793618780974e+18,1.3772575570908197e-07
1,119.05879333170438,0.8642970104820739,2.4910365435837613e-08,2.4708360015710364e-07,6.552026268630255e-10,6.578557150665013e-10,6.33754841156986e-10,3.926511211786543e-10,7.77248813048363e-09,1.103663198550538e+19,6.702852687183093e-10,6.410770426218334e-10,6.554277524009486e-10,4.102815701064405e-10,7.099230924574448e-09,4.1937793618780974e+18,6.606992373763585e-07
0,107.20914710249852,0.9354165899643526,2.3980079786843e-08,2.342184418589124e-07,6.696125075113424e-10,6.192408987455612e-10,6.316329366747361e-10,3.900378305462663e-10,7.311823284548157e-09,1.149506984655427e+19,6.92048072741759e-10,6.242003366177027e-10,6.321822364969776e-10,4.19248569998773e-10,7.385800683932048e-09,4.407594414065477e+18,1.9036520877195108e-07
1,107.20914710249852,0.9354165899643526,2.3980079786843e-08,2.342184418589124e-07,6.696125075113424e-10,6.192408987455612e-10,6.316329366747361e-10,3.900378305462663e-10,7.311823284548157e-09,1.149506984655427e+19,6.92048072741759e-10,6.242003366177027e-10,6.321822364969776e-10,4.19248569998773e-10,7.385800683932048e-09,4.407594414065477e+18,9.723854246840677e-07
0,-43.81759146759402,0.9603106819504528,2.3791425120977604e-08,2.1964024606733617e-07,6.208835266112614e-10,6.66812306074494e-10,6.592271355164436e-10,3.976524442946369e-10,7.119516307277291e-09,1.203672732606906e+19,6.959321676674655e-10,6.89246002686777e-10,6.74960558933311e-10,4.1708617578440687e-10,7.396799513721232e-09,4.381044386813102e+18,3.092065764355467e-08
1,-43.81759146759402,0.9603106819504528,2.3791425120977604e-08,2.1964024606733617e-07,6.208835266112614e-10,6.66812306074494e-10,6.592271355164436e-10,3.976524442946369e-10,7.119516307277291e-09,1.203672732606906e+19,6.959321676674655e-10,6.89246002686777e-10,6.74960558933311e-10,4.1708617578440687e-10,7.396799513721232e-09,4.381044386813102e+18,3.36236645528056e-07
0,22.78245093107749,0.8910792566210302,2.328635273163516e-08,2.352734034799272e-07,6.561080835984452e-10,6.615258619008058e-10,6.609660398603258e-10,3.7976428441637657e-10,7.128404970280914e-09,1.1626334044620423e+19,6.90603059048293e-10,6.531640748436569e-10,6.616409437378235e-10,3.9377658257290277e-10,7.1958748015613805e-09,4.501951364299162e+18,4.33150542271454e-08
1,22.78245093107749,0.8910792566210302,2.328635273163516e-08,2.352734034799272e-07,6.561080835984452e-10,6.615258619008058e-10,6.609660398603258e-10,3.7976428441637657e-10,7.128404970280914e-09,1.1626334044620423e+19,6.90603059048293e-10,6.531640748436569e-10,6.616409437378235e-10,3.9377658257290277e-10,7.1958748015613805e-09,4.501951364299162e+18,3.972495587187997e-07
0,4.8579065964137484,0.8361019730280774,2.4668730421787432e-08,2.2799710955785457e-07,6.628079373189896e-10,6.843174611674743e-10,5.945352561329637e-10,3.8049290521061555e-10,7.1685700702431145e-09,1.1873137972170062e+19,6.916088609881225e-10,6.549231998033882e-10,6.722084699393157e-10,3.9165422055857766e-10,7.115230740488813e-09,4.651917105520608e+18,2.145851052741876e-08
1,4.8579065964137484,0.8361019730280774,2.4668730421787432e-08,2.2799710955785457e-07,6.628079373189896e-10,6.843174611674743e-10,5.945352561329637e-10,3.8049290521061555e-10,7.1685700702431145e-09,1.1873137972170062e+19,6.916088609881225e-10,6.549231998033882e-10,6.722084699393157e-10,3.9165422055857766e-10,7.115230740488813e-09,4.651917105520608e+18,2.400640153546592e-07
0,27.768176793752247,0.9233583088602849,2.3843752175316813e-08,2.1320505389997853e-07,6.347731930251454e-10,6.761975152093825e-10,6.356373028734993e-10,4.2181206294223454e-10,7.630540174741973e-09,1.211176919475367e+19,6.463190222778539e-10,6.94251107549688e-10,6.445806636048032e-10,4.188890370754959e-10,7.280042136363807e-09,4.509392506478738e+18,4.3456019949753895e-08
1,27.768176793752247,0.9233583088602849,2.3843752175316813e-08,2.1320505389997853e-07,6.347731930251454e-10,6.761975152093825e-10,6.356373028734993e-10,4.2181206294223454e-10,7.630540174741973e-09,1.211176919475367e+19,6.463190222778539e-10,6.94251107549688e-10,6.445806636048032e-10,4.188890370754959e-10,7.280042136363807e-09,4.509392506478738e+18,3.870267639820077e-07
0,-10.109814273196584,0.8455756511144218,2.3708559937402253e-08,2.2848238452347717e-07,6.635545707084327e-10,6.682269103573629e-10,6.47522094138869e-10,3.9867510897727564e-10,7.594067046828516e-09,1.2769902800656e+19,6.485201500333482e-10,6.624107820105075e-10,6.545607685942659e-10,4.012148477961789e-10,7.145597246216747e-09,4.4183675593005967e+18,2.183527222891212e-08
1,-10.109814273196584,0.8455756511144218,2.3708559937402253e-08,2.2848238452347717e-07,6.635545707084327e-10,6.682269103573629e-10,6.47522094138869e-10,3.9867510897727564e-10,7.594067046828516e-09,1.2769902800656e+19,6.485201500333482e-10,6.624107820105075e-10,6.545607685942659e-10,4.012148477961789e-10,7.145597246216747e-09,4.4183675593005967e+18,2.4423326536073026e-07
0,-8.96074017494314,0.8795527418520453,2.5404767527579173e-08,2.282142497829868e-07,6.775160029102622e-10,6.660029375327733e-10,6.262998067437808e-10,4.114380484651568e-10,7.4258359606491964e-09,1.258783016553087e+19,6.678087779699763e-10,6.882942561763181e-10,6.83327279214548e-10,3.9588346655992606e-10,7.260262765867644e-09,4.261254789917296e+18,2.33415202093186e-08
1,-8.96074017494314,0.8795527418520453,2.5404767527579173e-08,2.282142497829868e-07,6.775160029102622e-10,6.660029375327733e-10,6.262998067437808e-10,4.114380484651568e-10,7.4258359606491964e-09,1.258783016553087e+19,6.678087779699763e-10,6.882942561763181e-10,6.83327279214548e-10,3.9588346655992606e-10,7.260262765867644e-09,4.261254789917296e+18,2.6901872527538205e-07
0,18.8663481050538,0.9048574935141881,2.4935762239343783e-08,2.359429093704145e-07,6.563493710818816e-10,6.61801045346586e-10,6.37315413821731e-10,3.9496632298450656e-10,7.478270584968824e-09,1.239490210512191e+19,6.622535194661226e-10,6.553086125019175e-10,6.791836319049813e-10,3.824022627782981e-10,7.472528568871664e-09,4.6106043007198674e+18,3.3669193048857344e-08
1,18.8663481050538,0.9048574935141881,2.4935762239343783e-08,2.359429093704145e-07,6.563493710818816e-10,6.61801045346586e-10,6.37315413821731e-10,3.9496632298450656e-10,7.478270584968824e-09,1.239490210512191e+19,6.622535194661226e-10,6.553086125019175e-10,6.791836319049813e-10,3.824022627782981e-10,7.472528568871664e-09,4.6106043007198674e+18,3.444525404934491e-07
